OID_,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Urban_Label,Shape_Length,Shape_Area,shape_wkt
1302,OS-G,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-G,,Community Garden Open Space,OSGART62,0.002208075103135,0.000000304671544,
1303,MFR,Charlestown Neighborhood,2E,62,Residential,Art62_MFR,1.000000000000000,Multifamily Residential,MFRART62,0.005718242414705,0.000001577860026,
1304,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.001317526752122,0.000000090422301,"MULTIPOLYGON (((-71.077666348999969 42.385442411000042, -71.077624259999936 42.385501194000028, -71.077468422999971 42.385718756000074, -71.077591450999932 42.385755364000033, -71.077672865999943 42.385779589000038, -71.077751728999942 42.385669695000047, -71.077858786999968 42.385520505000045, -71.077928328999974 42.385423598000045, -71.077850112999954 42.385392359000036, -71.077735092999944 42.385346422000055, -71.077666348999969 42.385442411000042)))"
1305,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.004040708875418,0.000000992834909,
1306,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.005402441784129,0.000001313310564,
1307,NS-1,Charlestown Neighborhood,2E,62,Business,Art62_LC,,Local Convenience,LCART62,0.008645862360604,0.000002825887367,
1308,MU-3,Charlestown Neighborhood,2E,62,Mixed Use,Art62_MU-3,,Mixed Use,MU-3ART62,0.019551082128799,0.000012140540963,
1309,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_3F-2000,2.000000000000000,Three-Family Residential,3F2000ART62,0.011482162072100,0.000003150978005,
1310,OS-CM,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-CM,,Cemetery Open Space,OSCMART62,0.004414105063267,0.000000831494083,
1311,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.001321859260590,0.000000072216951,
1312,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_3F-3000,2.000000000000000,Three-Family Residential,3F2000ART62,0.003561560860634,0.000000525440241,
1313,RH-2000,Charlestown Neighborhood,2E,62,Residential,Art62_RH-2000,2.000000000000000,Row House Residential,RH2000ART62,0.004578108877000,0.000000656648336,
1314,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.005693009534410,0.000001852916923,
1315,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_2F-3000,2.000000000000000,Three-Family Residential,3F2000ART62,0.005144050388311,0.000001346514012,
1316,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.003365738388711,0.000000340426244,
1317,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.003671184674769,0.000000516491733,
1318,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.008765987061575,0.000001935835387,
1319,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.027671521152536,0.000005680952368,
1320,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.003867652423231,0.000000802842089,
1321,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.003438657245258,0.000000629264708,
1322,RH-1500,Charlestown Neighborhood,2E,62,Residential,Art62_RH-1500,2.000000000000000,Row House Residential,RH1500ART62,0.004502127712468,0.000000806438533,
1323,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-RC,,Recreation Open Space,OSRCART62,0.005651268630280,0.000001309774481,
1324,MFR,Charlestown Neighborhood,2E,62,Residential,Art62_MFR,1.000000000000000,Multifamily Residential,MFRART62,0.014013979646982,0.000005685212976,
1325,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_3F-2000,2.000000000000000,Three-Family Residential,3F2000ART62,0.050427672878482,0.000020644285334,
1326,OS-CM,Charlestown Neighborhood,2E,62,Open Space,Art62_OS-CM,,Cemetery Open Space,OSCMART62,0.003578933396280,0.000000762478073,
1327,3F-2000,Charlestown Neighborhood,2E,62,Residential,Art62_3F-2000,2.000000000000000,Three-Family Residential,3F2000ART62,0.020795238404211,0.000009631528239,
1328,MU-1,Charlestown Neighborhood,2E,62,Mixed Use,Art62_MU-1,2.000000000000000,Mixed Use,MU-1ART62,0.034817036557144,0.000035120312187,
1329,MYSTIC RIVER WATERFRONT MANUFACTURING,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Art42B_MYSTIC RIVER WATERFRONT MANUFACTURING,2.000000000000000,Waterfront Manufacturing,MRWMART42B,0.019486657085438,0.000018899921259,
1330,J.J. RYAN PLAYGROUND RECREATION OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Art42B_J.J. RYAN PLAYGROUND RECREATION OPEN SPACE,,Recreation Open Space,JRPROSART42B,0.016659300966990,0.000013432052298,
1331,CHARLESTOWN GENERAL INDUSTRIAL,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Art42B_CHARLESTOWN GENERAL INDUSTRIAL,2.000000000000000,General Industrial,CGIART42B,0.029443500459676,0.000027350976063,
1332,TERMINAL STREET WATERFRONT MANUFACTURING,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Art42B_TERMINAL STREET WATERFRONT MANUFACTURING,2.000000000000000,Waterfront Manufacturing,TSWMART42B,0.003070866535547,0.000000465829683,
1333,LITTLE MYSTIC WATERFRONT SERVICE,Harborpark: Charlestown Waterfront,2B/2C,42B,Business,Art42B_LITTLE MYSTIC WATERFRONT SERVICE,1.000000000000000,Waterfront Service,LMWSART42B,0.012943579726494,0.000003191918709,
1334,LITTLE MYSTIC WATERFRONT RESIDENTIAL,Harborpark: Charlestown Waterfront,2B/2C,42B,Residential,Art42B_LITTLE MYSTIC WATERFRONT RESIDENTIAL,1.000000000000000,Waterfront Residential,LMWRART42B,0.010882047506934,0.000004582779788,
1335,LITTLE MYSTIC WATERFRONT ACCESS OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Art42B_LITTLE MYSTIC WATERFRONT ACCESS OPEN SPACE,,Waterfront Access Open Space,LMWAOSART42B,0.023321988469766,0.000011974402991,
1336,WILLIAM J. BARRY PLAYGROUND RECREATION OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Art42B_WILLIAM J. BARRY PLAYGROUND RECREATION OPEN SPACE,,Recreation Open Space,WJBPROSART42B,0.006937708659068,0.000002507428755,
1337,CHARLESTOWN GATEWAY SUBDISTRICT,Harborpark: Charlestown Waterfront,2B/2C,42B,Business,Art42B_CHARLESTOWN GATEWAY SUBDISTRICT,3.000000000000000,Charlestown Gateway,CGSART42B,0.017428763614718,0.000015189516150,
1338,CHARLESTOWN NAVY YARD SUBDISTRICT,Harborpark: Charlestown Waterfront,2B/2C,42F,Charlestown Nav,Art42F_CHARLESTOWN NAVY YARD SUBDISTRICT,,Charlestown Navy Yard,CNYSART42B,0.035238871259499,0.000078539945440,
1339,PAUL REVERE LANDING PARKLAND OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Art42B_PAUL REVERE LANDING PARKLAND OPEN SPACE,,Parkland Open Space,PRLPOSART42B,0.015323439039233,0.000007656815594,
1340,CHARLESTOWN MARITIME ECONOMY RESERVE,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Art42B_CHARLESTOWN MARITIME ECONOMY RESERVE,2.000000000000000,Maritime Economy Reserve,CMERART42B,0.055292490960672,0.000100116514624,
1341,MFR,Charlestown Neighborhood,2E,58,Residential,Art58_MFR,1.000000000000000,Multifamily Residential,MFRART58,0.006808812307195,0.000002139893389,
1342,3F-2000,Charlestown Neighborhood,2E,58,Residential,Art58_3F,2.000000000000000,Three-Family Residential,3FART62,0.007906315981030,0.000001790237677,
1343,OS-P,Charlestown Neighborhood,2E,58,Open Space,Art58_OS-P,,Parkland Open Space,OSPART58,0.003897187109570,0.000000880107922,
1344,MU-4,Charlestown Neighborhood,2E,62,Mixed Use,Art62_MU-4,2.000000000000000,Mixed-Use,MU-4ART62,0.007328017470330,0.000002537591462,
1345,MU-2,Charlestown Neighborhood,2E,62,Mixed Use,Art62_MU-2,3.000000000000000,Mixed Use,MU-2ART62,0.012609000251578,0.000005733257571,
1346,C-1,Charlestown Neighborhood,2E,62,Industrial,Art62_LI,2.000000000000000,Local Industrial,LIART62,0.013833004460222,0.000005854463710,
1347,LI,Charlestown Neighborhood,2E,62,Industrial,Art62_LI,2.000000000000000,Local Industrial,LIART62,0.004254027616173,0.000001056173390,
1348,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.006849602009253,0.000001509068367,
1349,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.009125599192589,0.000003792142368,
1350,LI,Charlestown Neighborhood,2E,62,Industrial,Art62_LI,2.000000000000000,Local Industrial,LIART62,0.030613005958507,0.000014279811384,
1351,NS,Charlestown Neighborhood,2E,62,Business,Art62_NS,2.000000000000000,Neighborhood Shopping,NSART62,0.002064587127653,0.000000211614082,
1352,LI-1,Charlestown Neighborhood,2E,62,Industrial,Art62_LI-1,2.000000000000000,Local Industrial,LI-1ART62,0.008420429261888,0.000004439148024,
1353,C-2,Charlestown Neighborhood,2E,62,Business,Art62_C-2,4.000000000000000,Commercial,C-2ART62,0.004393721727790,0.000001058644249,
1354,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.001519145299303,0.000000135727383,
1355,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-P,,Parkland Open Space,OSPART50,0.003591203706862,0.000000429456948,
1356,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.003357917197315,0.000000530974608,
1357,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.009733745954532,0.000003717540959,
1358,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.003167934816574,0.000000507619953,
1359,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-G,,Community Garden Open Space,OSGART50,0.001603595273128,0.000000152271643,
1360,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.001383797455227,0.000000114138258,
1361,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR,1.000000000000000,Multifamily Residential,MFRART50A,0.001858936711817,0.000000190044184,
1362,ROXBURY HERITAGE  STATE PARK CF,Roxbury Neighborhood,6A-6C,50,Comm/Instit,Art50_ROXBURY HERITAGE  STATE PARK CF,2.000000000000000,Community Facilities,RHSPCFART50,0.005258641097088,0.000000929663998,
1363,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-G,,Community Garden Open Space,OSGART50,0.003024741547896,0.000000444512669,
1364,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.007376134425229,0.000002107691824,
1365,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR/LS,1.000000000000000,Multifamily Residential/Local Services,MFR/LSART50A,0.003140712849393,0.000000472847172,
1366,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-G,,Community Garden Open Space,OSGART50,0.001661429856520,0.000000122478788,"MULTIPOLYGON (((-71.084099314999946 42.336212465000074, -71.084466347999978 42.336408443000039, -71.084649055999932 42.336506000000043, -71.084651177999945 42.336504040000079, -71.084795877999966 42.336370393000038, -71.084650605999968 42.33628625700004, -71.084608570999933 42.336263864000045, -71.084561206999979 42.33623863400004, -71.084548391999988 42.336231807000047, -71.084307904999946 42.336103699000034, -71.084228934999942 42.336066763000076, -71.084099314999946 42.336212465000074)))"
1367,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR,1.000000000000000,Multifamily Residential,MFRART50A,0.060375803698964,0.000039450131051,
1368,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-G,,Community Garden Open Space,OSGART50,0.002106494090055,0.000000227436082,
1369,NEWMARKET CREATIVE INDUSTRIAL,Newmarket Industrial Commercial Neighborhood District,6A-6C,50,Industrial,Art50_NEW MARKET IDA,2.000000000000000,Industrial Development Area,NMIDAART50,0.035015447275638,0.000024604838930,
1370,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-G,,Community Garden Open Space,OSGART50,0.002724948512789,0.000000258087218,"MULTIPOLYGON (((-71.083520882999949 42.339539709000064, -71.082786217999967 42.340145096000072, -71.082720238999968 42.340199463000033, -71.082895654999959 42.340339837000045, -71.082963379999967 42.340290730000049, -71.083534437999958 42.339828642000043, -71.083722555999941 42.339676419000057, -71.08378419099995 42.33962723500008, -71.083581787999947 42.339489520000029, -71.083520882999949 42.339539709000064)))"
1371,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.009659900172809,0.000003165240105,
1372,OS-A,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-A,,Air-Right Open Space,OSAART50,0.032284119338864,0.000004292693038,
1373,GREATER ROXBURY EDA,Roxbury Neighborhood,6A-6C,50,Mixed Use,Art50_GREATER ROXBURY EDA,2.000000000000000,Economic Development Area,GREDAART50,0.038575017611119,0.000020991160630,
1374,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR,1.000000000000000,Multifamily Residential,MFRART50A,0.027973473762113,0.000015250464023,
1375,CAMPUS HIGH CF,Roxbury Neighborhood,6A-6C,50,Comm/Instit,Art50_CAMPUS HIGH CF,2.000000000000000,Community Facilities,CHCFART50,0.023868298231656,0.000016654531799,
1376,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR/LS,1.000000000000000,Multifamily Residential/Local Services,MFR/LSART50A,0.008485598239181,0.000001283522070,
1377,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.026823913130391,0.000006835349093,
1378,DUDLEY SQUARE EDA,Roxbury Neighborhood,6A-6C,50,Mixed Use,Art50_DUDLEY SQUARE EDA,2.000000000000000,Economic Development Area,DSEDAART50,0.044998988558288,0.000031160276099,
1379,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.001644491137868,0.000000164756685,
1380,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-UW,,Urban Wild Open Space,OSUWART50,0.002601077799196,0.000000234178527,
1381,3F-4000,Roxbury Neighborhood,6A-6C,50,Residential,Art50_3F-4000,0.800000000000000,Three-Family Residential,3F4000ART50A,0.012838644237342,0.000004913862171,
1382,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR,1.000000000000000,Multifamily Residential,MFRART50A,0.005277412515635,0.000001202460777,
1383,MFR/LS,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR/LS,1.000000000000000,Multifamily Residential/Local Services,MFR/LSART50A,0.006728947952412,0.000001163184614,
1384,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002975824833296,0.000000317347324,
1385,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002735387868737,0.000000356300760,
1386,ST PATRICK NS,Roxbury Neighborhood,6A-6C,50,Business,Art50_ST PATRICK NS,1.000000000000000,Neighborhood Shopping,SPNSART50,0.015488888548411,0.000005751128113,
1387,3F-4000,Roxbury Neighborhood,6A-6C,50,Residential,Art50_3F-4000,0.800000000000000,Three-Family Residential,3F4000ART50A,0.039129292906077,0.000027388146948,
1388,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002162540028149,0.000000239146588,
1389,3F-4000,Roxbury Neighborhood,6A-6C,50,Residential,Art50_3F-4000,0.800000000000000,Three-Family Residential,3F4000ART50A,0.006300532978092,0.000001829195318,
1390,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-P,,Parkland Open Space,OSPART50,0.001836181696995,0.000000187168619,
1391,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002282254285261,0.000000219141007,
1392,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.002568692323098,0.000000381473354,
1393,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.001711683152279,0.000000158215908,
1394,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-UW,,Urban Wild Open Space,OSUWART50,0.002555286966504,0.000000266054319,
1395,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-P,,Parkland Open Space,OSPART50,0.002583867922980,0.000000397468998,
1396,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002416096847171,0.000000284212488,
1397,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.001211432613289,0.000000084526450,
1398,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002964877021410,0.000000357116089,
1399,OS-UW,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-UW,,Urban Wild Open Space,OSUWART50,0.001342776886209,0.000000115525623,
1400,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.001783814272834,0.000000193436535,
1401,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-P,,Parkland Open Space,OSPART50,0.000899731010931,0.000000059123926,
1402,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.003038986098692,0.000000499729283,
1403,MFR,Roxbury Neighborhood,6A-6C,50,Residential,Art50_MFR,1.000000000000000,Multifamily Residential,MFRART50A,0.003985737257458,0.000000665148088,
1404,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.002096805923600,0.000000230441966,"MULTIPOLYGON (((-71.088376994999976 42.334252994000053, -71.088603723999938 42.334128034000059, -71.088151624999966 42.333648255000071, -71.087758833999942 42.333905937000054, -71.088376994999976 42.334252994000053)))"
1405,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.002887491791183,0.000000412779283,
1406,RH,Roxbury Neighborhood,6A-6C,50,Residential,Art50_RH,1.000000000000000,Row House Residential,RHART50,0.002188512503524,0.000000265115508,
1407,OS-G,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-G,,Community Garden Open Space,OSGART50,0.002189454263885,0.000000240290996,
1408,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.003673356899955,0.000000821170313,
1409,OS-RC,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-RC,,Recreation Open Space,OSRCART50,0.001610605774525,0.000000151724917,"MULTIPOLYGON (((-71.075418738999986 42.315659739000068, -71.075396715999943 42.315809177000062, -71.075376694999989 42.315945029000034, -71.075464101999955 42.315963776000046, -71.075737406999963 42.31602263700006, -71.075837536999984 42.316045035000059, -71.075930399999947 42.315812363000077, -71.075951520999979 42.315758666000079, -71.075845096999956 42.315735748000066, -71.075587086999974 42.315684029000067, -71.075418788999968 42.315659397000047, -71.075418738999986 42.315659739000068)))"
1410,OS-P,Roxbury Neighborhood,6A-6C,50,Open Space,Art50_OS-P,,Parkland Open Space,OSPART50,0.002034536393861,0.000000110564127,"MULTIPOLYGON (((-71.072263001999943 42.313419815000032, -71.072153545999981 42.313651426000035, -71.072153448999984 42.313651629000049, -71.072467402999962 42.31366235400003, -71.073078424999949 42.313668914000061, -71.073077870999953 42.31366874400004, -71.072263163999935 42.313419474000057, -71.072263001999943 42.313419815000032)))"
